Year,Player,Team,Matches,Balls,Overs,Runs Given,Wickets,Economy Rate,Average,Strike Rate,Dots,4s,6s,Boundaries Conceded,Wides,No Balls,Extras Given
2026,Abhinandan Singh,Royal Challengers Bengaluru,3,58,9.4,122,3,12.62,40.67,19.33,15,13,7,20,2,0,2
2026,Abhishek Sharma,Sunrisers Hyderabad,3,17,2.5,35,0,12.35,,,2,3,2,5,0,0,0
2026,Arshad Khan,Gujarat Titans,1,24,4.0,43,2,10.75,21.5,12.0,12,4,3,7,2,0,2
2026,Arshdeep Singh,Punjab Kings,8,180,30.0,329,8,10.97,41.12,22.5,59,39,12,51,20,2,22
2026,Ashok Sharma,Gujarat Titans,6,126,21.0,228,6,10.86,38.0,21.0,48,21,14,35,10,1,11
2026,Ashwani Kumar,Mumbai Indians,2,48,8.0,61,6,7.62,10.17,8.0,22,9,1,10,3,0,3
2026,Auqib Nabi,Delhi Capitals,3,42,7.0,94,0,13.43,,,8,6,7,13,3,7,10
2026,Avesh Khan,Lucknow Super Giants,5,102,17.0,173,5,10.18,34.6,20.4,33,17,9,26,2,0,2
2026,B Kumar,Royal Challengers Bengaluru,8,186,31.0,236,14,7.61,16.86,13.29,69,21,7,28,7,5,12
2026,B Muzarabani,Kolkata Knight Riders,2,42,7.0,75,4,10.71,18.75,10.5,12,9,3,12,2,0,2
2026,Brijesh Sharma,Rajasthan Royals,6,118,19.4,179,7,9.1,25.57,16.86,39,22,4,26,8,0,8
2026,C Bosch,Mumbai Indians,1,19,3.1,39,1,12.32,39.0,19.0,6,3,3,6,1,0,1
2026,C Green,Kolkata Knight Riders,4,48,8.0,97,2,12.12,48.5,24.0,17,6,8,14,7,1,8
2026,CV Varun,Kolkata Knight Riders,6,126,21.0,186,7,8.86,26.57,18.0,39,16,9,25,4,0,4
2026,D Ferreira,Rajasthan Royals,1,6,1.0,14,1,14.0,14.0,6.0,1,1,1,2,0,0,0
2026,D Madushanka,Sunrisers Hyderabad,1,24,4.0,36,1,9.0,36.0,24.0,8,3,1,4,4,0,4
2026,DA Payne,Sunrisers Hyderabad,2,30,5.0,70,2,14.0,35.0,15.0,5,6,5,11,1,0,1
2026,DL Chahar,Mumbai Indians,3,39,6.3,87,1,13.38,87.0,39.0,13,12,4,16,3,0,3
2026,DS Rathi,Lucknow Super Giants,6,144,24.0,225,3,9.38,75.0,48.0,36,15,11,26,4,0,4
2026,E Malinga,Sunrisers Hyderabad,8,162,27.0,255,14,9.44,18.21,11.57,59,23,11,34,16,0,16
2026,GF Linde,Lucknow Super Giants,3,37,6.1,55,1,8.92,55.0,37.0,10,6,2,8,0,0,0
2026,Gurjapneet Singh,Chennai Super Kings,5,85,14.1,139,3,9.81,46.33,28.33,28,9,9,18,7,0,7
2026,HH Pandya,Mumbai Indians,6,90,15.0,190,3,12.67,63.33,30.0,25,21,9,30,8,6,14
2026,HV Patel,Sunrisers Hyderabad,3,46,7.4,94,0,12.26,,,10,9,6,15,1,0,1
2026,Harpreet Brar,Punjab Kings,1,24,4.0,25,0,6.25,,,8,1,1,2,0,0,0
2026,Harsh Dubey,Sunrisers Hyderabad,6,102,17.0,142,8,8.35,17.75,12.75,31,12,5,17,6,0,6
2026,J Overton,Chennai Super Kings,7,114,19.0,185,9,9.74,20.56,12.67,34,15,9,24,6,0,6
2026,JA Duffy,Royal Challengers Bengaluru,3,72,12.0,138,6,11.5,23.0,12.0,29,8,12,20,7,5,12
2026,JC Archer,Rajasthan Royals,9,198,33.0,273,14,8.27,19.5,14.14,95,36,10,46,10,0,10
2026,JD Unadkat,Sunrisers Hyderabad,4,77,12.5,140,4,10.91,35.0,19.25,21,14,8,22,1,0,1
2026,JJ Bumrah,Mumbai Indians,7,156,26.0,210,2,8.08,105.0,78.0,57,22,6,28,7,9,16
2026,JO Holder,Gujarat Titans,2,47,7.5,57,1,7.28,57.0,47.0,21,5,3,8,2,0,2
2026,JR Hazlewood,Royal Challengers Bengaluru,5,117,19.3,154,8,7.9,19.25,14.62,51,16,7,23,2,0,2
2026,K Rabada,Gujarat Titans,8,186,31.0,294,13,9.48,22.62,14.31,77,27,18,45,8,0,8
2026,KA Jamieson,Delhi Capitals,1,18,3.0,42,1,14.0,42.0,18.0,6,3,4,7,0,0,0
2026,KH Pandya,Royal Challengers Bengaluru,8,162,27.0,239,9,8.85,26.56,18.0,43,13,14,27,4,0,4
2026,KK Ahmed,Chennai Super Kings,5,101,16.5,146,2,8.67,73.0,50.5,40,11,8,19,5,0,5
2026,Kartik Tyagi,Kolkata Knight Riders,7,162,27.0,260,9,9.63,28.89,18.0,57,26,12,38,5,6,11
2026,Krish Bhagat,Mumbai Indians,2,24,4.0,41,0,10.25,,,11,4,3,7,0,0,0
2026,Kuldeep Yadav,Delhi Capitals,7,138,23.0,236,7,10.26,33.71,19.71,33,13,17,30,3,0,3
2026,L Ngidi,Delhi Capitals,6,142,23.4,206,7,8.7,29.43,20.29,47,19,8,27,6,0,6
2026,LH Ferguson,Punjab Kings,1,24,4.0,57,0,14.25,,,7,6,4,10,1,0,1
2026,M Jansen,Punjab Kings,7,164,27.2,256,5,9.37,51.2,32.8,46,20,13,33,9,0,9
2026,M Markande,Mumbai Indians,3,30,5.0,76,0,15.2,,,5,3,8,11,1,0,1
2026,M Prasidh Krishna,Gujarat Titans,7,156,26.0,269,12,10.35,22.42,13.0,53,24,15,39,6,0,6
2026,M Siddharth,Lucknow Super Giants,3,66,11.0,98,4,8.91,24.5,16.5,21,6,5,11,3,0,3
2026,MJ Henry,Chennai Super Kings,3,60,10.0,130,2,13.0,65.0,30.0,9,10,8,18,1,0,1
2026,MJ Santner,Mumbai Indians,4,84,14.0,125,5,8.93,25.0,16.8,31,11,7,18,3,0,3
2026,MJ Suthar,Gujarat Titans,2,30,5.0,41,2,8.2,20.5,15.0,13,5,1,6,2,0,2
2026,MP Stoinis,Punjab Kings,2,12,2.0,28,0,14.0,,,3,0,3,3,3,0,3
2026,MP Yadav,Lucknow Super Giants,1,24,4.0,56,0,14.0,,,6,5,3,8,1,0,1
2026,MW Short,Chennai Super Kings,2,19,3.1,39,0,12.32,,,5,3,3,6,1,0,1
2026,Mohammed Shami,Lucknow Super Giants,8,186,31.0,250,7,8.06,35.71,26.57,86,26,11,37,15,0,15
2026,Mohammed Siraj,Gujarat Titans,8,174,29.0,230,8,7.93,28.75,21.75,80,29,8,37,6,0,6
2026,Mohsin Khan,Lucknow Super Giants,4,96,16.0,102,9,6.38,11.33,10.67,44,6,6,12,2,0,2
2026,Mukesh Choudhary,Chennai Super Kings,2,36,6.0,52,3,8.67,17.33,12.0,16,8,1,9,3,0,3
2026,Mukesh Kumar,Delhi Capitals,7,150,25.0,275,5,11.0,55.0,30.0,52,30,13,43,12,2,14
2026,N Burger,Rajasthan Royals,9,177,29.3,295,9,10.0,32.78,19.67,69,28,17,45,17,1,18
2026,N Rana,Delhi Capitals,1,24,4.0,55,0,13.75,,,7,2,6,8,2,0,2
2026,Navdeep Saini,Kolkata Knight Riders,1,18,3.0,37,0,12.33,,,5,5,1,6,1,0,1
2026,Nithish Kumar Reddy,Sunrisers Hyderabad,8,114,19.0,197,5,10.37,39.4,22.8,31,17,9,26,7,0,7
2026,Noor Ahmad,Chennai Super Kings,8,174,29.0,254,7,8.76,36.29,24.86,43,13,14,27,8,5,13
2026,PJ Cummins,Sunrisers Hyderabad,1,24,4.0,27,1,6.75,27.0,24.0,12,3,1,4,0,0,0
2026,PP Hinge,Sunrisers Hyderabad,3,72,12.0,143,6,11.92,23.83,12.0,28,11,11,22,5,4,9
2026,PVD Chameera,Delhi Capitals,1,12,2.0,18,0,9.0,,,5,2,1,3,0,0,0
2026,Prince Yadav,Lucknow Super Giants,8,181,30.1,246,13,8.15,18.92,13.92,73,28,7,35,12,0,12
2026,R Parag,Rajasthan Royals,4,24,4.0,38,2,9.5,19.0,12.0,5,4,1,5,1,0,1
2026,R Shepherd,Royal Challengers Bengaluru,7,72,12.0,174,3,14.5,58.0,24.0,10,10,15,25,3,1,4
2026,RA Jadeja,Rajasthan Royals,7,114,19.0,137,6,7.21,22.83,19.0,35,7,5,12,2,0,2
2026,RD Chahar,Chennai Super Kings,1,24,4.0,46,0,11.5,,,4,3,3,6,1,0,1
2026,Ramandeep Singh,Kolkata Knight Riders,2,16,2.4,31,1,11.62,31.0,16.0,1,1,1,2,5,0,5
2026,Rashid Khan,Gujarat Titans,8,174,29.0,255,8,8.79,31.88,21.75,51,15,14,29,13,0,13
2026,Rasikh Salam,Royal Challengers Bengaluru,5,95,15.5,136,6,8.59,22.67,15.83,30,16,3,19,2,5,7
2026,Ravi Bishnoi,Rajasthan Royals,8,144,24.0,229,11,9.54,20.82,13.09,38,15,12,27,7,2,9
2026,S Dube,Chennai Super Kings,2,18,3.0,37,1,12.33,37.0,18.0,4,4,2,6,1,0,1
2026,SN Thakur,Mumbai Indians,5,84,14.0,190,6,13.57,31.67,14.0,17,19,9,28,14,0,14
2026,SP Narine,Kolkata Knight Riders,7,165,27.3,181,9,6.58,20.11,18.33,68,13,8,21,0,0,0
2026,Sakib Hussain,Sunrisers Hyderabad,4,96,16.0,147,7,9.19,21.0,13.71,33,12,6,18,14,0,14
2026,Sandeep Sharma,Rajasthan Royals,5,100,16.4,181,5,10.86,36.2,20.0,28,13,10,23,9,0,9
2026,Shahbaz Ahmed,Lucknow Super Giants,1,6,1.0,16,0,16.0,,,0,3,0,3,0,0,0
2026,Shashank Singh,Punjab Kings,2,30,5.0,39,3,7.8,13.0,10.0,10,2,2,4,1,0,1
2026,Shivang Kumar,Sunrisers Hyderabad,7,132,22.0,209,5,9.5,41.8,26.4,37,21,9,30,1,0,1
2026,Suyash Sharma,Royal Challengers Bengaluru,7,156,26.0,204,6,7.85,34.0,26.0,54,24,4,28,4,0,4
2026,T Natarajan,Delhi Capitals,8,152,25.2,263,4,10.38,65.75,38.0,33,22,12,34,11,0,11
2026,TA Boult,Mumbai Indians,3,54,9.0,110,1,12.22,110.0,54.0,12,6,8,14,6,0,6
2026,TH David,Royal Challengers Bengaluru,1,6,1.0,18,0,18.0,,,1,1,2,3,0,0,0
2026,TU Deshpande,Rajasthan Royals,4,72,12.0,151,3,12.58,50.33,24.0,20,19,7,26,7,0,7
2026,V Nigam,Delhi Capitals,4,42,7.0,79,2,11.29,39.5,21.0,12,8,4,12,2,5,7
2026,VG Arora,Kolkata Knight Riders,7,168,28.0,288,9,10.29,32.0,18.67,56,31,14,45,10,0,10
2026,Vijaykumar Vyshak,Punjab Kings,6,120,20.0,219,6,10.95,36.5,20.0,36,19,12,31,6,1,7
2026,Washington Sundar,Gujarat Titans,3,31,5.1,51,1,9.87,51.0,31.0,8,2,4,6,0,0,0
2026,XC Bartlett,Punjab Kings,7,154,25.4,297,5,11.57,59.4,30.8,37,35,11,46,6,1,7
2026,YS Chahal,Punjab Kings,7,150,25.0,241,7,9.64,34.43,21.43,32,9,14,23,11,6,17
2026,Yash Raj Punja,Rajasthan Royals,2,48,8.0,66,3,8.25,22.0,16.0,16,3,5,8,0,0,0
