Year,Player,Team,Matches,Balls,Overs,Runs Given,Wickets,Economy Rate,Average,Strike Rate,Dots,4s,6s,Boundaries Conceded,Wides,No Balls,Extras Given
2016,J Yadav,Delhi Capitals,5,102,17.0,125,2,7.35,62.5,51.0,38,12,3,15,2,0,2
2016,JA Morkel,Rising Pune Supergiants,2,30,5.0,66,2,13.2,33.0,15.0,9,9,2,11,5,0,5
2016,JD Unadkat,Kolkata Knight Riders,1,18,3.0,49,0,16.33,,,5,3,5,8,1,0,1
2016,JJ Bumrah,Mumbai Indians,14,312,52.0,406,15,7.81,27.07,20.8,108,33,13,46,6,5,11
2016,JO Holder,Kolkata Knight Riders,4,78,13.0,103,2,7.92,51.5,39.0,27,10,3,13,4,1,5
2016,JP Duminy,Delhi Capitals,5,42,7.0,55,2,7.86,27.5,21.0,12,6,0,6,1,0,1
2016,JP Faulkner,Gujarat Lions,7,102,17.0,167,2,9.82,83.5,51.0,21,13,5,18,5,2,7
2016,JW Hastings,Kolkata Knight Riders,2,40,6.4,37,2,5.55,18.5,20.0,22,5,0,5,2,0,2
2016,KA Pollard,Mumbai Indians,4,36,6.0,81,0,13.5,,,4,5,6,11,1,0,1
2016,KC Cariappa,Punjab Kings,5,102,17.0,159,3,9.35,53.0,34.0,35,6,12,18,2,7,9
2016,KH Pandya,Mumbai Indians,11,187,31.1,236,6,7.57,39.33,31.17,53,15,6,21,11,0,11
2016,KJ Abbott,Punjab Kings,5,96,16.0,177,2,11.06,88.5,48.0,28,24,4,28,6,2,8
2016,KS Williamson,Sunrisers Hyderabad,1,6,1.0,7,0,7.0,,,2,1,0,1,0,0,0
2016,KV Sharma,Sunrisers Hyderabad,5,98,16.2,171,0,10.47,,,19,11,10,21,2,0,2
2016,KW Richardson,Royal Challengers Bengaluru,4,84,14.0,136,7,9.71,19.43,12.0,34,10,9,19,6,0,6
2016,Kuldeep Yadav,Kolkata Knight Riders,3,72,12.0,100,6,8.33,16.67,12.0,28,5,6,11,6,0,6
2016,M Ashwin,Rising Pune Supergiants,10,171,28.3,241,7,8.46,34.43,24.43,55,15,12,27,7,0,7
2016,M Morkel,Kolkata Knight Riders,10,213,35.3,297,10,8.37,29.7,21.3,89,32,12,44,5,2,7
2016,M Vijay,Punjab Kings,1,6,1.0,8,0,8.0,,,2,1,0,1,1,0,1
2016,MC Henriques,Sunrisers Hyderabad,17,312,52.0,415,12,7.98,34.58,26.0,89,29,16,45,6,0,6
2016,MG Johnson,Punjab Kings,3,66,11.0,106,2,9.64,53.0,33.0,21,17,1,18,2,1,3
2016,MJ McClenaghan,Mumbai Indians,14,320,53.2,436,17,8.17,25.65,18.82,128,47,16,63,11,5,16
2016,MM Sharma,Punjab Kings,14,291,48.3,407,13,8.39,31.31,22.38,97,45,9,54,13,0,13
2016,MP Stoinis,Punjab Kings,7,138,23.0,194,8,8.43,24.25,17.25,39,24,4,28,3,0,3
2016,MR Marsh,Rising Pune Supergiants,3,54,9.0,45,4,5.0,11.25,13.5,28,3,1,4,1,0,1
2016,Mohammed Shami,Delhi Capitals,8,151,25.1,244,5,9.7,48.8,30.2,39,27,8,35,8,2,10
2016,Mustafizur Rahman,Sunrisers Hyderabad,16,366,61.0,421,17,6.9,24.76,21.53,137,32,10,42,10,0,10
2016,N Rana,Mumbai Indians,1,6,1.0,3,0,3.0,,,3,0,0,0,0,0,0
2016,NLTC Perera,Rising Pune Supergiants,11,199,33.1,326,9,9.83,36.22,22.11,56,35,11,46,3,0,3
2016,NM Coulter-Nile,Delhi Capitals,4,90,15.0,114,3,7.6,38.0,30.0,37,16,1,17,1,7,8
2016,P Kumar,Gujarat Lions,16,309,51.3,401,9,7.79,44.56,34.33,132,47,9,56,18,0,18
2016,P Negi,Delhi Capitals,5,54,9.0,84,1,9.33,84.0,54.0,11,9,2,11,0,0,0
2016,P Sahu,Punjab Kings,5,105,17.3,146,3,8.34,48.67,35.0,24,11,5,16,2,0,2
2016,PJ Sangwan,Gujarat Lions,2,24,4.0,49,0,12.25,,,9,5,3,8,1,0,1
2016,PP Chawla,Kolkata Knight Riders,11,212,35.2,273,11,7.73,24.82,19.27,81,16,12,28,7,1,8
2016,PV Tambe,Gujarat Lions,7,96,16.0,143,5,8.94,28.6,19.2,26,11,6,17,1,0,1
2016,Parvez Rasool,Royal Challengers Bengaluru,4,84,14.0,129,1,9.21,129.0,84.0,22,14,4,18,0,0,0
2016,R Ashwin,Rising Pune Supergiants,14,264,44.0,319,10,7.25,31.9,26.4,93,22,10,32,20,0,20
2016,R Bhatia,Rising Pune Supergiants,10,204,34.0,244,6,7.18,40.67,34.0,54,9,11,20,3,2,5
2016,R Dhawan,Punjab Kings,2,42,7.0,56,2,8.0,28.0,21.0,12,5,1,6,3,0,3
2016,R Sathish,Kolkata Knight Riders,3,36,6.0,59,1,9.83,59.0,36.0,8,2,4,6,2,0,2
2016,R Vinay Kumar,Mumbai Indians,3,54,9.0,64,3,7.11,21.33,18.0,25,7,2,9,3,0,3
2016,RA Jadeja,Gujarat Lions,14,241,40.1,311,8,7.74,38.88,30.12,71,16,14,30,5,1,6
2016,RP Singh,Rising Pune Supergiants,4,72,12.0,111,3,9.25,37.0,24.0,29,6,9,15,3,2,5
2016,S Aravind,Royal Challengers Bengaluru,9,175,29.1,216,11,7.41,19.64,15.91,65,22,6,28,11,0,11
2016,S Gopal,Mumbai Indians,1,18,3.0,18,0,6.0,,,4,1,0,1,0,0,0
2016,S Kaushik,Gujarat Lions,7,138,23.0,192,6,8.35,32.0,23.0,48,15,9,24,3,1,4
2016,S Ladda,Gujarat Lions,1,12,2.0,21,0,10.5,,,3,2,1,3,0,0,0
2016,S Nadeem,Delhi Capitals,4,90,15.0,127,2,8.47,63.5,45.0,31,9,6,15,1,0,1
2016,SB Jakati,Gujarat Lions,6,120,20.0,178,2,8.9,89.0,60.0,30,12,9,21,2,2,4
2016,SK Raina,Gujarat Lions,4,60,10.0,82,0,8.2,,,15,8,2,10,1,0,1
2016,SM Boland,Rising Pune Supergiants,2,42,7.0,54,2,7.71,27.0,21.0,14,6,1,7,1,0,1
2016,SP Narine,Kolkata Knight Riders,11,256,42.4,304,11,7.12,27.64,23.27,109,26,11,37,10,0,10
2016,SR Watson,Royal Challengers Bengaluru,16,339,56.3,485,20,8.58,24.25,16.95,121,45,18,63,21,2,23
2016,STR Binny,Royal Challengers Bengaluru,11,102,17.0,134,1,7.88,134.0,102.0,28,16,1,17,2,0,2
2016,Sachin Baby,Royal Challengers Bengaluru,2,10,1.4,8,2,4.8,4.0,5.0,5,1,0,1,0,0,0
2016,Sandeep Sharma,Punjab Kings,14,300,50.0,366,15,7.32,24.4,20.0,127,34,12,46,9,0,9
2016,Shakib Al Hasan,Kolkata Knight Riders,9,186,31.0,243,5,7.84,48.6,37.2,58,19,9,28,4,0,4
2016,Swapnil Singh,Punjab Kings,1,18,3.0,29,0,9.67,,,3,1,2,3,0,0,0
2016,T Shamsi,Royal Challengers Bengaluru,4,96,16.0,147,3,9.19,49.0,32.0,26,13,7,20,0,0,0
2016,TA Boult,Sunrisers Hyderabad,1,24,4.0,39,1,9.75,39.0,24.0,11,8,0,8,2,0,2
2016,TG Southee,Mumbai Indians,11,258,43.0,329,9,7.65,36.56,28.67,99,33,7,40,10,0,10
2016,UT Yadav,Kolkata Knight Riders,9,156,26.0,234,10,9.0,23.4,15.6,46,21,9,30,5,3,8
2016,V Kohli,Royal Challengers Bengaluru,1,6,1.0,13,0,13.0,,,1,0,1,1,0,3,3
2016,VR Aaron,Royal Challengers Bengaluru,8,142,23.4,227,2,9.59,113.5,71.0,48,20,9,29,11,4,15
2016,YK Pathan,Kolkata Knight Riders,4,36,6.0,33,1,5.5,33.0,36.0,14,1,1,2,2,0,2
2016,YS Chahal,Royal Challengers Bengaluru,13,295,49.1,401,21,8.16,19.1,14.05,100,33,15,48,16,5,21
2016,Yuvraj Singh,Sunrisers Hyderabad,5,37,6.1,52,0,8.43,,,7,2,2,4,1,0,1
2016,Z Khan,Delhi Capitals,12,262,43.4,337,10,7.72,33.7,26.2,111,39,7,46,13,0,13
2017,A Choudhary,Royal Challengers Bengaluru,5,101,16.5,144,5,8.55,28.8,20.2,42,13,6,19,6,1,7
2017,A Mishra,Delhi Capitals,14,233,38.5,343,10,8.83,34.3,23.3,78,23,20,43,4,0,4
2017,A Nehra,Sunrisers Hyderabad,6,127,21.1,197,8,9.31,24.62,15.88,47,28,4,32,5,0,5
2017,A Zampa,Rising Pune Supergiants,6,119,19.5,163,7,8.22,23.29,17.0,38,8,9,17,3,0,3
2017,AB Dinda,Rising Pune Supergiants,3,60,10.0,119,1,11.9,119.0,60.0,21,10,8,18,5,0,5
2017,AD Mathews,Delhi Capitals,2,30,5.0,56,0,11.2,,,3,2,4,6,1,0,1
2017,AF Milne,Royal Challengers Bengaluru,4,84,14.0,134,3,9.57,44.67,28.0,25,17,3,20,6,0,6
2017,AJ Tye,Gujarat Lions,6,126,21.0,141,12,6.71,11.75,10.5,44,11,4,15,2,0,2
2017,AR Patel,Punjab Kings,14,288,48.0,362,15,7.54,24.13,19.2,82,17,17,34,6,0,6
2017,AS Rajpoot,Kolkata Knight Riders,5,84,14.0,107,4,7.64,26.75,21.0,27,10,4,14,3,0,3
2017,Ankit Sharma,Rising Pune Supergiants,1,6,1.0,16,0,16.0,,,1,2,1,3,0,0,0
2017,Ankit Soni,Gujarat Lions,6,109,18.1,144,2,7.93,72.0,54.5,37,8,7,15,3,0,3
2017,Anureet Singh,Punjab Kings,1,12,2.0,26,0,13.0,,,2,5,0,5,0,0,0
2017,Avesh Khan,Royal Challengers Bengaluru,1,24,4.0,23,1,5.75,23.0,24.0,11,2,1,3,0,0,0
2017,B Kumar,Sunrisers Hyderabad,14,314,52.2,369,26,7.05,14.19,12.08,117,35,9,44,10,2,12
2017,B Stanlake,Royal Challengers Bengaluru,2,48,8.0,70,2,8.75,35.0,24.0,17,6,3,9,2,0,2
2017,BA Stokes,Rising Pune Supergiants,12,264,44.0,316,12,7.18,26.33,22.0,108,30,11,41,11,0,11
2017,BB Sran,Sunrisers Hyderabad,1,12,2.0,29,0,14.5,,,4,3,2,5,1,0,1
2017,BCJ Cutting,Sunrisers Hyderabad,4,76,12.4,123,1,9.71,123.0,76.0,20,10,6,16,3,0,3
2017,Basil Thampi,Gujarat Lions,12,268,44.4,424,11,9.49,38.55,24.36,76,40,17,57,10,0,10
2017,Bipul Sharma,Sunrisers Hyderabad,7,98,16.2,129,3,7.9,43.0,32.67,28,5,7,12,2,0,2
2017,C de Grandhomme,Kolkata Knight Riders,9,96,16.0,135,4,8.44,33.75,24.0,33,11,5,16,4,8,12
2017,CH Morris,Delhi Capitals,9,186,31.0,240,12,7.74,20.0,15.5,71,24,7,31,3,0,3
2017,CJ Anderson,Delhi Capitals,8,113,18.5,186,3,9.88,62.0,37.67,20,13,8,21,9,0,9
2017,CJ Jordan,Sunrisers Hyderabad,1,6,1.0,9,1,9.0,9.0,6.0,2,0,1,1,1,0,1
2017,CR Brathwaite,Delhi Capitals,2,36,6.0,67,1,11.17,67.0,36.0,6,6,3,9,2,0,2
2017,CR Woakes,Kolkata Knight Riders,13,264,44.0,386,17,8.77,22.71,15.53,87,38,14,52,14,0,14
2017,DJ Hooda,Sunrisers Hyderabad,3,24,4.0,42,2,10.5,21.0,12.0,7,3,3,6,0,0,0
2017,DL Chahar,Rising Pune Supergiants,3,42,7.0,74,1,10.57,74.0,42.0,12,12,1,13,2,0,2
2017,DR Smith,Gujarat Lions,9,78,13.0,148,2,11.38,74.0,39.0,17,13,9,22,4,0,4
2017,DS Kulkarni,Gujarat Lions,6,113,18.5,173,3,9.19,57.67,37.67,35,19,5,24,5,0,5
2017,DT Christian,Rising Pune Supergiants,13,240,40.0,298,11,7.45,27.09,21.82,74,20,9,29,9,0,9
2017,GJ Maxwell,Punjab Kings,8,114,19.0,125,7,6.58,17.86,16.29,38,8,3,11,1,0,1
2017,HH Pandya,Mumbai Indians,13,156,26.0,213,6,8.19,35.5,26.0,45,18,6,24,6,0,6
2017,HV Patel,Royal Challengers Bengaluru,1,24,4.0,43,3,10.75,14.33,8.0,8,7,1,8,1,0,1
2017,Harbhajan Singh,Mumbai Indians,11,246,41.0,266,8,6.49,33.25,30.75,96,20,10,30,1,0,1
2017,I Sharma,Punjab Kings,6,108,18.0,179,0,9.94,,,32,20,6,26,6,1,7
2017,IK Pathan,Gujarat Lions,1,12,2.0,26,0,13.0,,,4,2,2,4,0,0,0
2017,Imran Tahir,Rising Pune Supergiants,12,282,47.0,369,18,7.85,20.5,15.67,94,20,20,40,4,7,11
2017,Iqbal Abdulla,Royal Challengers Bengaluru,2,30,5.0,55,2,11.0,27.5,15.0,6,3,3,6,4,0,4
2017,J Yadav,Delhi Capitals,2,36,6.0,42,0,7.0,,,13,2,2,4,0,2,2
2017,JD Unadkat,Rising Pune Supergiants,12,275,45.5,322,24,7.03,13.42,11.46,119,23,17,40,4,0,4
2017,JJ Bumrah,Mumbai Indians,16,362,60.2,444,20,7.36,22.2,18.1,124,36,9,45,3,19,22
2017,JP Faulkner,Gujarat Lions,8,163,27.1,269,8,9.9,33.62,20.38,36,27,10,37,1,0,1
2017,K Rabada,Delhi Capitals,6,128,21.2,188,6,8.81,31.33,21.33,48,20,5,25,12,6,18
2017,KA Pollard,Mumbai Indians,1,11,1.5,30,0,16.36,,,0,1,3,4,1,0,1
2017,KC Cariappa,Punjab Kings,4,90,15.0,127,4,8.47,31.75,22.5,22,12,2,14,3,1,4
2017,KH Pandya,Mumbai Indians,13,240,40.0,273,10,6.82,27.3,24.0,73,18,7,25,5,2,7
2017,KV Sharma,Mumbai Indians,9,184,30.4,214,13,6.98,16.46,14.15,75,12,11,23,5,0,5
2017,Kuldeep Yadav,Kolkata Knight Riders,11,246,41.0,340,12,8.29,28.33,20.5,74,17,18,35,5,0,5
2017,LH Ferguson,Rising Pune Supergiants,4,78,13.0,93,3,7.15,31.0,26.0,40,9,4,13,9,0,9
2017,MC Henriques,Sunrisers Hyderabad,12,144,24.0,248,1,10.33,248.0,144.0,27,25,8,33,7,2,9
2017,MG Johnson,Mumbai Indians,5,120,20.0,141,7,7.05,20.14,17.14,55,16,3,19,6,0,6
2017,MJ Henry,Punjab Kings,2,30,5.0,71,1,14.2,71.0,30.0,7,7,5,12,1,0,1
2017,MJ McClenaghan,Mumbai Indians,14,324,54.0,507,19,9.39,26.68,17.05,119,54,20,74,16,27,43
2017,MM Patel,Gujarat Lions,2,42,7.0,57,1,8.14,57.0,42.0,10,6,1,7,0,0,0
2017,MM Sharma,Punjab Kings,14,274,45.4,410,13,8.98,31.54,21.08,87,38,18,56,2,2,4
2017,MN Samuels,Delhi Capitals,2,18,3.0,34,0,11.33,,,5,1,3,4,0,0,0
2017,MP Stoinis,Punjab Kings,5,63,10.3,110,2,10.48,55.0,31.5,10,6,6,12,6,0,6
2017,MS Gony,Gujarat Lions,1,12,2.0,32,0,16.0,,,4,5,1,6,3,0,3
2017,Mohammad Nabi,Sunrisers Hyderabad,3,66,11.0,58,2,5.27,29.0,33.0,34,4,2,6,0,0,0
2017,Mohammed Shami,Delhi Capitals,8,156,26.0,243,5,9.35,48.6,31.2,55,26,8,34,13,0,13
2017,Mohammed Siraj,Sunrisers Hyderabad,6,138,23.0,212,10,9.22,21.2,13.8,48,22,9,31,3,0,3
2017,Mustafizur Rahman,Sunrisers Hyderabad,1,16,2.4,34,0,12.75,,,3,3,2,5,1,0,1
2017,NB Singh,Gujarat Lions,2,24,4.0,15,1,3.75,15.0,24.0,13,2,0,2,1,0,1
2017,NM Coulter-Nile,Kolkata Knight Riders,8,170,28.2,228,15,8.05,15.2,11.33,70,28,6,34,5,3,8
2017,P Kumar,Gujarat Lions,6,99,16.3,151,6,9.15,25.17,16.5,40,19,3,22,11,0,11
2017,P Negi,Royal Challengers Bengaluru,12,193,32.1,197,16,6.12,12.31,12.06,80,7,10,17,7,0,7
2017,PJ Cummins,Delhi Capitals,12,277,46.1,373,15,8.08,24.87,18.47,84,37,9,46,11,1,12
2017,PJ Sangwan,Gujarat Lions,5,108,18.0,181,5,10.06,36.2,21.6,44,25,7,32,2,0,2
2017,PP Chawla,Kolkata Knight Riders,6,120,20.0,179,6,8.95,29.83,20.0,36,13,9,22,2,0,2
2017,R Bhatia,Rising Pune Supergiants,3,42,7.0,55,2,7.86,27.5,21.0,9,1,3,4,2,0,2
2017,R Tewatia,Punjab Kings,3,54,9.0,49,3,5.44,16.33,18.0,23,1,3,4,1,0,1
2017,R Vinay Kumar,Mumbai Indians,1,18,3.0,31,2,10.33,15.5,9.0,6,3,1,4,3,0,3
2017,RA Jadeja,Gujarat Lions,12,228,38.0,349,5,9.18,69.8,45.6,57,29,15,44,1,0,1
2017,RA Tripathi,Rising Pune Supergiants,1,6,1.0,12,0,12.0,,,0,2,0,2,0,0,0
2017,RD Chahar,Rising Pune Supergiants,2,42,7.0,58,2,8.29,29.0,21.0,16,4,3,7,4,0,4
2017,Rashid Khan,Sunrisers Hyderabad,14,324,54.0,358,17,6.63,21.06,19.06,121,24,13,37,6,0,6
2017,S Aravind,Royal Challengers Bengaluru,10,183,30.3,275,5,9.02,55.0,36.6,58,25,12,37,6,1,7
2017,S Badree,Royal Challengers Bengaluru,7,150,25.0,188,9,7.52,20.89,16.67,62,18,8,26,2,0,2
2017,S Kaul,Sunrisers Hyderabad,10,214,35.4,300,16,8.41,18.75,13.38,65,21,13,34,6,1,7
2017,S Kaushik,Gujarat Lions,3,66,11.0,105,0,9.55,,,20,10,5,15,2,0,2
2017,S Nadeem,Delhi Capitals,7,107,17.5,119,6,6.67,19.83,17.83,47,10,5,15,3,0,3
2017,SB Jakati,Gujarat Lions,2,30,5.0,52,0,10.4,,,4,3,1,4,6,0,6
2017,SK Raina,Gujarat Lions,6,72,12.0,102,1,8.5,102.0,72.0,20,5,6,11,0,0,0
2017,SL Malinga,Mumbai Indians,12,269,44.5,382,11,8.52,34.73,24.45,90,27,16,43,20,12,32
2017,SN Thakur,Rising Pune Supergiants,12,229,38.1,315,11,8.25,28.64,20.82,85,39,5,44,14,0,14
2017,SP Narine,Kolkata Knight Riders,15,354,59.0,412,10,6.98,41.2,35.4,133,41,6,47,18,0,18
2017,SR Watson,Royal Challengers Bengaluru,8,161,26.5,245,5,9.13,49.0,32.2,47,28,7,35,4,0,4
2017,SS Agarwal,Gujarat Lions,1,24,4.0,42,1,10.5,42.0,24.0,7,3,3,6,0,0,0
2017,STR Binny,Royal Challengers Bengaluru,4,36,6.0,50,4,8.33,12.5,9.0,9,6,0,6,1,0,1
2017,Sandeep Sharma,Punjab Kings,13,288,48.0,398,17,8.29,23.41,16.94,115,43,14,57,11,1,12
2017,Shakib Al Hasan,Kolkata Knight Riders,1,18,3.0,31,0,10.33,,,5,5,1,6,0,0,0
2017,Swapnil Singh,Punjab Kings,4,42,7.0,61,1,8.71,61.0,42.0,7,0,4,4,1,0,1
2017,T Natarajan,Punjab Kings,6,76,12.4,115,2,9.08,57.5,38.0,24,9,5,14,6,0,6
2017,TA Boult,Kolkata Knight Riders,6,143,23.5,216,5,9.06,43.2,28.6,53,31,5,36,5,0,5
2017,TG Southee,Mumbai Indians,3,60,10.0,96,3,9.6,32.0,20.0,21,9,4,13,5,2,7
2017,TM Head,Royal Challengers Bengaluru,5,48,8.0,81,2,10.12,40.5,24.0,7,3,5,8,0,0,0
2017,TS Mills,Royal Challengers Bengaluru,5,107,17.5,153,5,8.58,30.6,21.4,41,15,6,21,9,0,9
2017,Tejas Baroka,Gujarat Lions,1,21,3.3,33,0,9.43,,,6,2,2,4,0,0,0
2017,UT Yadav,Kolkata Knight Riders,14,291,48.3,410,17,8.45,24.12,17.12,117,44,17,61,16,0,16
2017,VR Aaron,Punjab Kings,6,120,20.0,163,7,8.15,23.29,17.14,51,20,4,24,8,2,10
2017,Washington Sundar,Rising Pune Supergiants,10,180,30.0,185,8,6.17,23.12,22.5,81,17,6,23,2,0,2
2017,YK Pathan,Kolkata Knight Riders,4,24,4.0,41,1,10.25,41.0,24.0,8,3,3,6,0,0,0
2017,YS Chahal,Royal Challengers Bengaluru,13,261,43.3,333,14,7.66,23.79,18.64,92,16,18,34,10,3,13
2017,Yuvraj Singh,Sunrisers Hyderabad,2,12,2.0,22,1,11.0,22.0,12.0,2,1,2,3,0,0,0
2017,Z Khan,Delhi Capitals,11,241,40.1,313,10,7.79,31.3,24.1,72,31,8,39,5,0,5
2018,A Dananjaya,Mumbai Indians,1,24,4.0,47,0,11.75,,,6,2,4,6,1,0,1
2018,A Mishra,Delhi Capitals,10,222,37.0,264,12,7.14,22.0,18.5,73,14,10,24,5,0,5
2018,AD Russell,Kolkata Knight Riders,15,227,37.5,355,13,9.38,27.31,17.46,74,34,15,49,11,1,12
2018,AJ Tye,Punjab Kings,14,336,56.0,448,24,8.0,18.67,14.0,108,39,13,52,15,3,18
2018,AR Patel,Punjab Kings,8,156,26.0,218,3,8.38,72.67,52.0,38,16,8,24,2,0,2
2018,AS Rajpoot,Punjab Kings,8,157,26.1,223,11,8.52,20.27,14.27,76,29,9,38,7,2,9
2018,Ankit Sharma,Rajasthan Royals,1,6,1.0,11,0,11.0,,,1,2,0,2,0,0,0
2018,Anureet Singh,Rajasthan Royals,3,24,4.0,42,1,10.5,42.0,24.0,4,4,1,5,0,0,0
2018,Avesh Khan,Delhi Capitals,6,114,19.0,204,4,10.74,51.0,28.5,43,14,17,31,2,2,4
2018,B Kumar,Sunrisers Hyderabad,12,277,46.1,354,9,7.67,39.33,30.78,121,30,16,46,7,3,10
2018,B Laughlin,Rajasthan Royals,7,126,21.0,211,9,10.05,23.44,14.0,33,19,8,27,7,2,9
2018,B Stanlake,Sunrisers Hyderabad,4,96,16.0,130,5,8.12,26.0,19.2,47,13,6,19,4,0,4
2018,BA Stokes,Rajasthan Royals,12,222,37.0,303,8,8.19,37.88,27.75,73,35,4,39,9,1,10
2018,BB Sran,Punjab Kings,6,132,22.0,229,4,10.41,57.25,33.0,45,21,10,31,14,6,20
2018,BCJ Cutting,Mumbai Indians,7,102,17.0,168,2,9.88,84.0,51.0,23,18,6,24,3,0,3
2018,Basil Thampi,Sunrisers Hyderabad,4,61,10.1,114,5,11.21,22.8,12.2,16,8,8,16,1,0,1
2018,C de Grandhomme,Royal Challengers Bengaluru,7,90,15.0,129,2,8.6,64.5,45.0,23,8,5,13,11,0,11
2018,CH Morris,Delhi Capitals,4,84,14.0,143,3,10.21,47.67,28.0,29,11,10,21,3,0,3
2018,CJ Anderson,Royal Challengers Bengaluru,3,52,8.4,115,3,13.27,38.33,17.33,14,11,8,19,5,0,5
2018,CJ Dala,Delhi Capitals,1,18,3.0,34,0,11.33,,,7,3,2,5,1,0,1
2018,CJ Jordan,Sunrisers Hyderabad,1,24,4.0,31,0,7.75,,,10,2,2,4,1,0,1
2018,CR Brathwaite,Sunrisers Hyderabad,4,61,10.1,94,5,9.25,18.8,12.2,21,11,4,15,3,0,3
2018,CR Woakes,Royal Challengers Bengaluru,5,110,18.2,190,8,10.36,23.75,13.75,44,20,11,31,8,0,8
2018,DJ Bravo,Chennai Super Kings,16,321,53.3,533,14,9.96,38.07,22.93,85,35,29,64,17,0,17
2018,DJ Hooda,Sunrisers Hyderabad,2,18,3.0,24,0,8.0,,,5,2,1,3,1,0,1
2018,DJ Willey,Chennai Super Kings,3,60,10.0,95,2,9.5,47.5,30.0,19,12,3,15,1,0,1
2018,DJM Short,Rajasthan Royals,2,18,3.0,19,1,6.33,19.0,18.0,7,1,1,2,0,0,0
2018,DL Chahar,Chennai Super Kings,12,229,38.1,278,10,7.28,27.8,22.9,114,28,10,38,17,3,20
2018,DS Kulkarni,Rajasthan Royals,8,119,19.5,188,4,9.48,47.0,29.75,53,24,8,32,7,0,7
2018,DT Christian,Delhi Capitals,4,71,11.5,101,4,8.54,25.25,17.75,20,10,3,13,0,0,0
2018,GJ Maxwell,Delhi Capitals,10,96,16.0,132,5,8.25,26.4,19.2,32,8,7,15,2,0,2
2018,HH Pandya,Mumbai Indians,13,256,42.4,381,18,8.93,21.17,14.22,94,36,18,54,13,7,20
2018,HV Patel,Delhi Capitals,5,105,17.3,167,7,9.54,23.86,15.0,34,16,7,23,7,0,7
2018,Harbhajan Singh,Chennai Super Kings,12,191,31.5,270,7,8.48,38.57,27.29,68,25,13,38,2,0,2
2018,IS Sodhi,Rajasthan Royals,6,138,23.0,135,5,5.87,27.0,27.6,49,8,2,10,0,0,0
2018,Imran Tahir,Chennai Super Kings,6,124,20.4,188,6,9.1,31.33,20.67,38,13,10,23,2,0,2
2018,JC Archer,Rajasthan Royals,10,233,38.5,325,15,8.37,21.67,15.53,93,31,12,43,14,2,16
2018,JD Unadkat,Rajasthan Royals,15,302,50.2,486,11,9.66,44.18,27.45,97,49,19,68,7,1,8
2018,JJ Bumrah,Mumbai Indians,14,324,54.0,372,17,6.89,21.88,19.06,128,31,11,42,11,3,14
2018,JP Duminy,Mumbai Indians,2,18,3.0,36,0,12.0,,,6,3,3,6,0,0,0
2018,JPR Scantlebury-Searles,Kolkata Knight Riders,3,42,7.0,89,2,12.71,44.5,21.0,7,4,7,11,3,0,3
2018,K Gowtham,Rajasthan Royals,15,240,40.0,312,11,7.8,28.36,21.82,87,34,9,43,4,0,4
2018,K Khejroliya,Royal Challengers Bengaluru,3,65,10.5,107,2,9.88,53.5,32.5,15,7,6,13,5,0,5
2018,KH Pandya,Mumbai Indians,13,241,40.1,284,12,7.07,23.67,20.08,82,21,8,29,5,0,5
2018,KK Ahmed,Sunrisers Hyderabad,1,18,3.0,38,0,12.67,,,6,2,4,6,1,0,1
2018,KM Asif,Chennai Super Kings,2,36,6.0,75,3,12.5,25.0,12.0,16,7,6,13,2,0,2
2018,KV Sharma,Chennai Super Kings,5,57,9.3,89,4,9.37,22.25,14.25,15,6,4,10,1,0,1
2018,Kuldeep Yadav,Kolkata Knight Riders,16,308,51.2,418,17,8.14,24.59,18.12,90,20,24,44,8,0,8
2018,L Ngidi,Chennai Super Kings,7,156,26.0,156,11,6.0,14.18,14.18,74,13,6,19,7,0,7
2018,LE Plunkett,Delhi Capitals,7,150,25.0,225,4,9.0,56.25,37.5,39,15,12,27,4,0,4
2018,M Ashwin,Royal Challengers Bengaluru,2,42,7.0,53,3,7.57,17.67,14.0,19,5,2,7,3,0,3
2018,M Markande,Mumbai Indians,14,264,44.0,368,15,8.36,24.53,17.6,80,30,17,47,4,0,4
2018,M Prasidh Krishna,Kolkata Knight Riders,7,168,28.0,260,10,9.29,26.0,16.8,59,28,10,38,9,0,9
2018,MA Wood,Chennai Super Kings,1,24,4.0,49,0,12.25,,,5,6,2,8,1,0,1
2018,MG Johnson,Kolkata Knight Riders,6,126,21.0,216,2,10.29,108.0,63.0,44,21,12,33,7,0,7
2018,MJ McClenaghan,Mumbai Indians,11,240,40.0,332,14,8.3,23.71,17.14,98,30,15,45,14,7,21
2018,MK Lomror,Rajasthan Royals,2,18,3.0,27,0,9.0,,,2,3,0,3,0,0,0
2018,MK Tiwary,Punjab Kings,1,6,1.0,10,0,10.0,,,0,0,0,0,3,0,3
2018,MM Ali,Royal Challengers Bengaluru,5,79,13.1,97,3,7.37,32.33,26.33,26,5,5,10,2,0,2
2018,MM Sharma,Punjab Kings,9,178,29.4,322,7,10.85,46.0,25.43,44,33,14,47,6,4,10
2018,MP Stoinis,Punjab Kings,6,66,11.0,120,3,10.91,40.0,22.0,14,13,5,18,0,0,0
2018,Mohammad Nabi,Sunrisers Hyderabad,2,30,5.0,47,1,9.4,47.0,30.0,12,6,2,8,0,0,0
2018,Mohammed Shami,Delhi Capitals,4,83,13.5,144,3,10.41,48.0,27.67,28,12,9,21,2,0,2
