Year,Player,Team,Match Number,Opposition,Date,Balls,Overs,Runs Given,Wickets,Economy Rate,Average,Strike Rate,Dots,4s,6s,Boundaries Conceded,Wides,No Balls,Extras Given,Result
2024,Arshdeep Singh,Punjab Kings,10,Chennai Super Kings,2024-05-01,24,4.0,52,1,13.0,52.0,24.0,8,7,2,9,5,0,5,Won
2024,HV Patel,Punjab Kings,10,Chennai Super Kings,2024-05-01,6,1.0,12,0,12.0,,,0,0,0,0,5,0,5,Won
2024,Harpreet Brar,Punjab Kings,10,Chennai Super Kings,2024-05-01,24,4.0,17,2,4.25,8.5,12.0,10,0,0,0,1,0,1,Won
2024,K Rabada,Punjab Kings,10,Chennai Super Kings,2024-05-01,24,4.0,23,1,5.75,23.0,24.0,8,2,0,2,1,0,1,Won
2024,RD Chahar,Punjab Kings,10,Chennai Super Kings,2024-05-01,24,4.0,16,2,4.0,8.0,12.0,9,0,0,0,0,0,0,Won
2024,SM Curran,Punjab Kings,10,Chennai Super Kings,2024-05-01,18,3.0,37,0,12.33,,,5,4,2,6,0,5,5,Won
2024,Arshdeep Singh,Punjab Kings,11,Chennai Super Kings,2024-05-05,24,4.0,42,2,10.5,21.0,12.0,6,4,2,6,1,0,1,Lost
2024,HV Patel,Punjab Kings,11,Chennai Super Kings,2024-05-05,24,4.0,24,3,6.0,8.0,8.0,10,2,0,2,2,0,2,Lost
2024,Harpreet Brar,Punjab Kings,11,Chennai Super Kings,2024-05-05,6,1.0,19,0,19.0,,,1,3,1,4,0,0,0,Lost
2024,K Rabada,Punjab Kings,11,Chennai Super Kings,2024-05-05,18,3.0,24,0,8.0,,,7,3,0,3,1,0,1,Lost
2024,RD Chahar,Punjab Kings,11,Chennai Super Kings,2024-05-05,24,4.0,23,3,5.75,7.67,8.0,10,1,1,2,1,0,1,Lost
2024,SM Curran,Punjab Kings,11,Chennai Super Kings,2024-05-05,24,4.0,34,1,8.5,34.0,24.0,3,2,1,3,0,0,0,Lost
2024,Arshdeep Singh,Punjab Kings,12,Royal Challengers Bengaluru,2024-05-09,18,3.0,41,1,13.67,41.0,18.0,5,3,3,6,2,0,2,Lost
2024,HV Patel,Punjab Kings,12,Royal Challengers Bengaluru,2024-05-09,24,4.0,38,3,9.5,12.67,8.0,6,5,1,6,1,0,1,Lost
2024,LS Livingstone,Punjab Kings,12,Royal Challengers Bengaluru,2024-05-09,18,3.0,28,0,9.33,,,4,2,1,3,1,0,1,Lost
2024,RD Chahar,Punjab Kings,12,Royal Challengers Bengaluru,2024-05-09,18,3.0,47,0,15.67,,,5,3,4,7,0,5,5,Lost
2024,SM Curran,Punjab Kings,12,Royal Challengers Bengaluru,2024-05-09,18,3.0,50,1,16.67,50.0,18.0,2,4,4,8,2,0,2,Lost
2024,V Kaverappa,Punjab Kings,12,Royal Challengers Bengaluru,2024-05-09,24,4.0,36,2,9.0,18.0,12.0,11,2,3,5,0,0,0,Lost
2024,Arshdeep Singh,Punjab Kings,13,Rajasthan Royals,2024-05-15,24,4.0,31,1,7.75,31.0,24.0,11,6,0,6,0,0,0,Won
2024,HV Patel,Punjab Kings,13,Rajasthan Royals,2024-05-15,24,4.0,28,2,7.0,14.0,12.0,8,2,0,2,1,0,1,Won
2024,Harpreet Brar,Punjab Kings,13,Rajasthan Royals,2024-05-15,6,1.0,10,0,10.0,,,1,1,0,1,0,0,0,Won
2024,NT Ellis,Punjab Kings,13,Rajasthan Royals,2024-05-15,24,4.0,24,1,6.0,24.0,24.0,10,3,0,3,0,0,0,Won
2024,RD Chahar,Punjab Kings,13,Rajasthan Royals,2024-05-15,24,4.0,26,2,6.5,13.0,12.0,9,2,1,3,0,0,0,Won
2024,SM Curran,Punjab Kings,13,Rajasthan Royals,2024-05-15,18,3.0,24,2,8.0,12.0,9.0,11,4,1,5,0,0,0,Won
2024,Arshdeep Singh,Punjab Kings,14,Sunrisers Hyderabad,2024-05-19,24,4.0,37,2,9.25,18.5,12.0,9,5,1,6,1,0,1,Lost
2024,Atharva Taide,Punjab Kings,14,Sunrisers Hyderabad,2024-05-19,1,0.1,4,0,24.0,,,0,1,0,1,0,0,0,Lost
2024,HV Patel,Punjab Kings,14,Sunrisers Hyderabad,2024-05-19,24,4.0,49,2,12.25,24.5,12.0,6,5,2,7,2,7,9,Lost
2024,Harpreet Brar,Punjab Kings,14,Sunrisers Hyderabad,2024-05-19,18,3.0,36,1,12.0,36.0,18.0,6,0,4,4,5,0,5,Lost
2024,R Dhawan,Punjab Kings,14,Sunrisers Hyderabad,2024-05-19,18,3.0,35,0,11.67,,,4,2,3,5,1,0,1,Lost
2024,RD Chahar,Punjab Kings,14,Sunrisers Hyderabad,2024-05-19,24,4.0,43,0,10.75,,,6,1,4,5,1,0,1,Lost
2024,Shashank Singh,Punjab Kings,14,Sunrisers Hyderabad,2024-05-19,6,1.0,5,1,5.0,5.0,6.0,1,0,0,0,0,0,0,Lost
2024,Avesh Khan,Rajasthan Royals,1,Lucknow Super Giants,2024-03-24,18,3.0,21,0,7.0,,,4,0,1,1,2,0,2,Won
2024,N Burger,Rajasthan Royals,1,Lucknow Super Giants,2024-03-24,18,3.0,30,1,10.0,30.0,18.0,7,3,2,5,0,0,0,Won
2024,R Ashwin,Rajasthan Royals,1,Lucknow Super Giants,2024-03-24,24,4.0,35,1,8.75,35.0,24.0,4,1,1,2,5,0,5,Won
2024,Sandeep Sharma,Rajasthan Royals,1,Lucknow Super Giants,2024-03-24,18,3.0,22,1,7.33,22.0,18.0,5,3,0,3,1,0,1,Won
2024,TA Boult,Rajasthan Royals,1,Lucknow Super Giants,2024-03-24,24,4.0,35,2,8.75,17.5,12.0,12,4,2,6,0,0,0,Won
2024,YS Chahal,Rajasthan Royals,1,Lucknow Super Giants,2024-03-24,18,3.0,25,1,8.33,25.0,18.0,6,0,2,2,1,0,1,Won
2024,Avesh Khan,Rajasthan Royals,2,Delhi Capitals,2024-03-28,24,4.0,29,1,7.25,29.0,24.0,8,4,0,4,1,0,1,Won
2024,N Burger,Rajasthan Royals,2,Delhi Capitals,2024-03-28,18,3.0,29,2,9.67,14.5,9.0,8,5,1,6,0,0,0,Won
2024,R Ashwin,Rajasthan Royals,2,Delhi Capitals,2024-03-28,18,3.0,30,0,10.0,,,4,1,2,3,1,0,1,Won
2024,Sandeep Sharma,Rajasthan Royals,2,Delhi Capitals,2024-03-28,24,4.0,36,0,9.0,,,3,2,1,3,2,0,2,Won
2024,TA Boult,Rajasthan Royals,2,Delhi Capitals,2024-03-28,18,3.0,29,0,9.67,,,8,3,2,5,0,0,0,Won
2024,YS Chahal,Rajasthan Royals,2,Delhi Capitals,2024-03-28,18,3.0,19,2,6.33,9.5,9.0,7,0,1,1,0,0,0,Won
2024,Avesh Khan,Rajasthan Royals,3,Mumbai Indians,2024-04-01,24,4.0,30,1,7.5,30.0,24.0,9,2,1,3,1,0,1,Won
2024,N Burger,Rajasthan Royals,3,Mumbai Indians,2024-04-01,24,4.0,32,2,8.0,16.0,12.0,14,5,1,6,1,0,1,Won
2024,R Ashwin,Rajasthan Royals,3,Mumbai Indians,2024-04-01,24,4.0,27,0,6.75,,,6,1,0,1,1,0,1,Won
2024,TA Boult,Rajasthan Royals,3,Mumbai Indians,2024-04-01,24,4.0,22,3,5.5,7.33,8.0,13,1,1,2,1,0,1,Won
2024,YS Chahal,Rajasthan Royals,3,Mumbai Indians,2024-04-01,24,4.0,11,3,2.75,3.67,8.0,16,1,0,1,0,0,0,Won
2024,Avesh Khan,Rajasthan Royals,4,Royal Challengers Bengaluru,2024-04-06,24,4.0,46,0,11.5,,,3,8,0,8,0,0,0,Won
2024,N Burger,Rajasthan Royals,4,Royal Challengers Bengaluru,2024-04-06,24,4.0,33,1,8.25,33.0,24.0,10,3,1,4,6,0,6,Won
2024,R Ashwin,Rajasthan Royals,4,Royal Challengers Bengaluru,2024-04-06,24,4.0,28,0,7.0,,,5,0,1,1,1,0,1,Won
2024,R Parag,Rajasthan Royals,4,Royal Challengers Bengaluru,2024-04-06,6,1.0,10,0,10.0,,,1,0,1,1,0,0,0,Won
2024,TA Boult,Rajasthan Royals,4,Royal Challengers Bengaluru,2024-04-06,18,3.0,30,0,10.0,,,4,2,2,4,1,0,1,Won
2024,YS Chahal,Rajasthan Royals,4,Royal Challengers Bengaluru,2024-04-06,24,4.0,34,2,8.5,17.0,12.0,8,1,2,3,1,0,1,Won
2024,Avesh Khan,Rajasthan Royals,5,Gujarat Titans,2024-04-10,24,4.0,48,1,12.0,48.0,24.0,3,4,2,6,2,0,2,Lost
2024,KA Maharaj,Rajasthan Royals,5,Gujarat Titans,2024-04-10,12,2.0,16,0,8.0,,,3,0,1,1,0,0,0,Lost
2024,KR Sen,Rajasthan Royals,5,Gujarat Titans,2024-04-10,24,4.0,41,3,10.25,13.67,8.0,6,5,0,5,4,5,9,Lost
2024,R Ashwin,Rajasthan Royals,5,Gujarat Titans,2024-04-10,24,4.0,40,0,10.0,,,3,4,1,5,0,0,0,Lost
2024,TA Boult,Rajasthan Royals,5,Gujarat Titans,2024-04-10,12,2.0,8,0,4.0,,,7,1,0,1,0,0,0,Lost
2024,YS Chahal,Rajasthan Royals,5,Gujarat Titans,2024-04-10,24,4.0,43,2,10.75,21.5,12.0,3,6,0,6,1,0,1,Lost
2024,Avesh Khan,Rajasthan Royals,6,Punjab Kings,2024-04-13,24,4.0,34,2,8.5,17.0,12.0,7,2,2,4,0,0,0,Won
2024,KA Maharaj,Rajasthan Royals,6,Punjab Kings,2024-04-13,24,4.0,23,2,5.75,11.5,12.0,8,2,0,2,0,0,0,Won
2024,KR Sen,Rajasthan Royals,6,Punjab Kings,2024-04-13,24,4.0,35,1,8.75,35.0,24.0,9,3,2,5,0,0,0,Won
2024,TA Boult,Rajasthan Royals,6,Punjab Kings,2024-04-13,24,4.0,22,1,5.5,22.0,24.0,11,2,0,2,3,0,3,Won
2024,YS Chahal,Rajasthan Royals,6,Punjab Kings,2024-04-13,24,4.0,31,1,7.75,31.0,24.0,5,0,2,2,2,1,3,Won
2024,Avesh Khan,Rajasthan Royals,7,Kolkata Knight Riders,2024-04-16,24,4.0,35,2,8.75,17.5,12.0,9,5,1,6,1,0,1,Won
2024,KR Sen,Rajasthan Royals,7,Kolkata Knight Riders,2024-04-16,24,4.0,46,2,11.5,23.0,12.0,7,6,2,8,2,0,2,Won
2024,R Ashwin,Rajasthan Royals,7,Kolkata Knight Riders,2024-04-16,24,4.0,49,0,12.25,,,8,4,2,6,9,0,9,Won
2024,TA Boult,Rajasthan Royals,7,Kolkata Knight Riders,2024-04-16,24,4.0,31,1,7.75,31.0,24.0,11,5,0,5,0,0,0,Won
2024,YS Chahal,Rajasthan Royals,7,Kolkata Knight Riders,2024-04-16,24,4.0,54,1,13.5,54.0,24.0,4,4,4,8,1,0,1,Won
2024,Avesh Khan,Rajasthan Royals,8,Mumbai Indians,2024-04-22,24,4.0,49,1,12.25,49.0,24.0,7,4,3,7,3,0,3,Won
2024,R Ashwin,Rajasthan Royals,8,Mumbai Indians,2024-04-22,24,4.0,31,0,7.75,,,4,1,1,2,1,0,1,Won
2024,Sandeep Sharma,Rajasthan Royals,8,Mumbai Indians,2024-04-22,24,4.0,18,5,4.5,3.6,4.8,13,2,0,2,0,0,0,Won
2024,TA Boult,Rajasthan Royals,8,Mumbai Indians,2024-04-22,24,4.0,32,2,8.0,16.0,12.0,9,3,1,4,3,0,3,Won
2024,YS Chahal,Rajasthan Royals,8,Mumbai Indians,2024-04-22,24,4.0,48,1,12.0,48.0,24.0,6,4,3,7,2,0,2,Won
2024,Avesh Khan,Rajasthan Royals,9,Lucknow Super Giants,2024-04-27,24,4.0,42,1,10.5,42.0,24.0,6,2,2,4,1,7,8,Won
2024,R Ashwin,Rajasthan Royals,9,Lucknow Super Giants,2024-04-27,24,4.0,39,1,9.75,39.0,24.0,5,4,0,4,6,0,6,Won
2024,Sandeep Sharma,Rajasthan Royals,9,Lucknow Super Giants,2024-04-27,24,4.0,31,2,7.75,15.5,12.0,7,3,0,3,1,0,1,Won
2024,TA Boult,Rajasthan Royals,9,Lucknow Super Giants,2024-04-27,24,4.0,41,1,10.25,41.0,24.0,9,6,0,6,6,0,6,Won
2024,YS Chahal,Rajasthan Royals,9,Lucknow Super Giants,2024-04-27,24,4.0,41,0,10.25,,,3,5,0,5,1,0,1,Won
2024,Avesh Khan,Rajasthan Royals,10,Sunrisers Hyderabad,2024-05-02,24,4.0,39,2,9.75,19.5,12.0,12,3,3,6,3,0,3,Lost
2024,R Ashwin,Rajasthan Royals,10,Sunrisers Hyderabad,2024-05-02,24,4.0,36,0,9.0,,,10,0,4,4,1,0,1,Lost
2024,Sandeep Sharma,Rajasthan Royals,10,Sunrisers Hyderabad,2024-05-02,24,4.0,31,1,7.75,31.0,24.0,10,1,2,3,2,0,2,Lost
2024,TA Boult,Rajasthan Royals,10,Sunrisers Hyderabad,2024-05-02,24,4.0,33,0,8.25,,,8,5,0,5,1,0,1,Lost
2024,YS Chahal,Rajasthan Royals,10,Sunrisers Hyderabad,2024-05-02,24,4.0,62,0,15.5,,,6,4,6,10,1,0,1,Lost
2024,Avesh Khan,Rajasthan Royals,11,Delhi Capitals,2024-05-07,12,2.0,42,0,21.0,,,0,5,3,8,0,0,0,Lost
2024,R Ashwin,Rajasthan Royals,11,Delhi Capitals,2024-05-07,24,4.0,24,3,6.0,8.0,8.0,6,0,1,1,0,0,0,Lost
2024,R Parag,Rajasthan Royals,11,Delhi Capitals,2024-05-07,12,2.0,17,0,8.5,,,4,1,1,2,1,0,1,Lost
2024,Sandeep Sharma,Rajasthan Royals,11,Delhi Capitals,2024-05-07,24,4.0,42,1,10.5,42.0,24.0,7,5,2,7,0,0,0,Lost
2024,TA Boult,Rajasthan Royals,11,Delhi Capitals,2024-05-07,24,4.0,48,1,12.0,48.0,24.0,8,7,2,9,0,0,0,Lost
2024,YS Chahal,Rajasthan Royals,11,Delhi Capitals,2024-05-07,24,4.0,48,1,12.0,48.0,24.0,5,4,3,7,0,0,0,Lost
2024,Avesh Khan,Rajasthan Royals,12,Chennai Super Kings,2024-05-12,12,2.0,12,0,6.0,,,3,0,0,0,1,0,1,Lost
2024,N Burger,Rajasthan Royals,12,Chennai Super Kings,2024-05-12,18,3.0,21,1,7.0,21.0,18.0,7,0,2,2,0,0,0,Lost
2024,R Ashwin,Rajasthan Royals,12,Chennai Super Kings,2024-05-12,24,4.0,35,2,8.75,17.5,12.0,8,4,1,5,1,0,1,Lost
2024,Sandeep Sharma,Rajasthan Royals,12,Chennai Super Kings,2024-05-12,18,3.0,30,0,10.0,,,4,3,1,4,1,0,1,Lost
2024,TA Boult,Rajasthan Royals,12,Chennai Super Kings,2024-05-12,14,2.2,24,0,10.29,,,6,3,1,4,1,0,1,Lost
2024,YS Chahal,Rajasthan Royals,12,Chennai Super Kings,2024-05-12,24,4.0,22,1,5.5,22.0,24.0,8,1,0,1,1,0,1,Lost
2024,Avesh Khan,Rajasthan Royals,13,Punjab Kings,2024-05-15,23,3.5,28,2,7.3,14.0,11.5,9,1,2,3,0,0,0,Lost
2024,R Ashwin,Rajasthan Royals,13,Punjab Kings,2024-05-15,24,4.0,31,0,7.75,,,11,1,3,4,0,0,0,Lost
2024,Sandeep Sharma,Rajasthan Royals,13,Punjab Kings,2024-05-15,24,4.0,28,0,7.0,,,11,3,1,4,0,0,0,Lost
2024,TA Boult,Rajasthan Royals,13,Punjab Kings,2024-05-15,18,3.0,27,1,9.0,27.0,18.0,7,5,0,5,0,0,0,Lost
2024,YS Chahal,Rajasthan Royals,13,Punjab Kings,2024-05-15,24,4.0,31,2,7.75,15.5,12.0,5,3,0,3,1,0,1,Lost
2024,Avesh Khan,Rajasthan Royals,14,Royal Challengers Bengaluru,2024-05-22,24,4.0,44,3,11.0,14.67,8.0,6,5,2,7,0,0,0,Won
2024,R Ashwin,Rajasthan Royals,14,Royal Challengers Bengaluru,2024-05-22,24,4.0,19,2,4.75,9.5,12.0,9,0,0,0,2,0,2,Won
2024,Sandeep Sharma,Rajasthan Royals,14,Royal Challengers Bengaluru,2024-05-22,24,4.0,48,1,12.0,48.0,24.0,3,5,2,7,0,0,0,Won
2024,TA Boult,Rajasthan Royals,14,Royal Challengers Bengaluru,2024-05-22,24,4.0,16,1,4.0,16.0,24.0,12,1,0,1,0,0,0,Won
2024,YS Chahal,Rajasthan Royals,14,Royal Challengers Bengaluru,2024-05-22,24,4.0,43,1,10.75,43.0,24.0,7,2,4,6,0,0,0,Won
2024,Avesh Khan,Rajasthan Royals,15,Sunrisers Hyderabad,2024-05-24,24,4.0,27,3,6.75,9.0,8.0,11,2,1,3,2,0,2,Lost
2024,R Ashwin,Rajasthan Royals,15,Sunrisers Hyderabad,2024-05-24,24,4.0,43,0,10.75,,,4,3,2,5,0,0,0,Lost
2024,Sandeep Sharma,Rajasthan Royals,15,Sunrisers Hyderabad,2024-05-24,24,4.0,25,2,6.25,12.5,12.0,9,3,0,3,1,0,1,Lost
2024,TA Boult,Rajasthan Royals,15,Sunrisers Hyderabad,2024-05-24,24,4.0,45,3,11.25,15.0,8.0,7,3,3,6,2,0,2,Lost
2024,YS Chahal,Rajasthan Royals,15,Sunrisers Hyderabad,2024-05-24,24,4.0,34,0,8.5,,,9,0,3,3,2,0,2,Lost
2024,AS Joseph,Royal Challengers Bengaluru,1,Chennai Super Kings,2024-03-22,22,3.4,38,0,10.36,,,3,1,2,3,4,0,4,Lost
2024,C Green,Royal Challengers Bengaluru,1,Chennai Super Kings,2024-03-22,18,3.0,27,2,9.0,13.5,9.0,5,1,1,2,3,0,3,Lost
2024,GJ Maxwell,Royal Challengers Bengaluru,1,Chennai Super Kings,2024-03-22,6,1.0,7,0,7.0,,,4,0,1,1,0,0,0,Lost
2024,KV Sharma,Royal Challengers Bengaluru,1,Chennai Super Kings,2024-03-22,12,2.0,24,1,12.0,24.0,12.0,4,0,3,3,0,0,0,Lost
2024,Mayank Dagar,Royal Challengers Bengaluru,1,Chennai Super Kings,2024-03-22,12,2.0,6,0,3.0,,,6,0,0,0,0,0,0,Lost
2024,Mohammed Siraj,Royal Challengers Bengaluru,1,Chennai Super Kings,2024-03-22,24,4.0,38,0,9.5,,,9,5,1,6,1,0,1,Lost
2024,Yash Dayal,Royal Challengers Bengaluru,1,Chennai Super Kings,2024-03-22,18,3.0,28,1,9.33,28.0,18.0,8,3,1,4,0,0,0,Lost
2024,AS Joseph,Royal Challengers Bengaluru,2,Punjab Kings,2024-03-25,24,4.0,43,1,10.75,43.0,24.0,8,4,2,6,3,0,3,Won
2024,C Green,Royal Challengers Bengaluru,2,Punjab Kings,2024-03-25,12,2.0,19,0,9.5,,,3,1,1,2,1,0,1,Won
2024,GJ Maxwell,Royal Challengers Bengaluru,2,Punjab Kings,2024-03-25,18,3.0,29,2,9.67,14.5,9.0,6,2,2,4,0,0,0,Won
2024,Mayank Dagar,Royal Challengers Bengaluru,2,Punjab Kings,2024-03-25,18,3.0,34,0,11.33,,,4,1,3,4,0,0,0,Won
2024,Mohammed Siraj,Royal Challengers Bengaluru,2,Punjab Kings,2024-03-25,24,4.0,26,2,6.5,13.0,12.0,11,4,0,4,0,0,0,Won
2024,Yash Dayal,Royal Challengers Bengaluru,2,Punjab Kings,2024-03-25,24,4.0,23,1,5.75,23.0,24.0,12,3,0,3,2,0,2,Won
2024,AS Joseph,Royal Challengers Bengaluru,3,Kolkata Knight Riders,2024-03-29,12,2.0,34,0,17.0,,,5,2,4,6,0,0,0,Lost
2024,C Green,Royal Challengers Bengaluru,3,Kolkata Knight Riders,2024-03-29,6,1.0,7,0,7.0,,,2,1,0,1,0,0,0,Lost
2024,Mayank Dagar,Royal Challengers Bengaluru,3,Kolkata Knight Riders,2024-03-29,17,2.5,23,1,8.12,23.0,17.0,5,0,2,2,0,0,0,Lost
2024,Mohammed Siraj,Royal Challengers Bengaluru,3,Kolkata Knight Riders,2024-03-29,18,3.0,46,0,15.33,,,3,1,5,6,2,0,2,Lost
2024,Vijaykumar Vyshak,Royal Challengers Bengaluru,3,Kolkata Knight Riders,2024-03-29,24,4.0,23,1,5.75,23.0,24.0,6,1,0,1,0,0,0,Lost
2024,Yash Dayal,Royal Challengers Bengaluru,3,Kolkata Knight Riders,2024-03-29,24,4.0,46,1,11.5,46.0,24.0,6,4,2,6,6,0,6,Lost
2024,C Green,Royal Challengers Bengaluru,4,Lucknow Super Giants,2024-04-02,12,2.0,25,0,12.5,,,3,2,2,4,0,0,0,Lost
2024,GJ Maxwell,Royal Challengers Bengaluru,4,Lucknow Super Giants,2024-04-02,24,4.0,23,2,5.75,11.5,12.0,12,0,2,2,1,0,1,Lost
2024,Mayank Dagar,Royal Challengers Bengaluru,4,Lucknow Super Giants,2024-04-02,12,2.0,23,0,11.5,,,2,1,1,2,5,0,5,Lost
2024,Mohammed Siraj,Royal Challengers Bengaluru,4,Lucknow Super Giants,2024-04-02,24,4.0,47,1,11.75,47.0,24.0,11,2,5,7,3,0,3,Lost
2024,RJW Topley,Royal Challengers Bengaluru,4,Lucknow Super Giants,2024-04-02,24,4.0,39,1,9.75,39.0,24.0,11,3,3,6,1,0,1,Lost
2024,Yash Dayal,Royal Challengers Bengaluru,4,Lucknow Super Giants,2024-04-02,24,4.0,24,1,6.0,24.0,24.0,12,2,1,3,0,0,0,Lost
2024,C Green,Royal Challengers Bengaluru,5,Rajasthan Royals,2024-04-06,19,3.1,27,0,8.53,,,5,1,1,2,1,0,1,Lost
2024,H Sharma,Royal Challengers Bengaluru,5,Rajasthan Royals,2024-04-06,12,2.0,29,0,14.5,,,0,3,1,4,0,0,0,Lost
2024,Mayank Dagar,Royal Challengers Bengaluru,5,Rajasthan Royals,2024-04-06,12,2.0,34,0,17.0,,,4,5,2,7,0,0,0,Lost
2024,Mohammed Siraj,Royal Challengers Bengaluru,5,Rajasthan Royals,2024-04-06,24,4.0,35,1,8.75,35.0,24.0,5,3,1,4,1,0,1,Lost
2024,RJW Topley,Royal Challengers Bengaluru,5,Rajasthan Royals,2024-04-06,24,4.0,27,2,6.75,13.5,12.0,9,3,0,3,1,0,1,Lost
2024,Yash Dayal,Royal Challengers Bengaluru,5,Rajasthan Royals,2024-04-06,24,4.0,37,1,9.25,37.0,24.0,10,5,1,6,0,0,0,Lost
2024,Akash Deep,Royal Challengers Bengaluru,6,Mumbai Indians,2024-04-11,21,3.3,55,1,15.71,55.0,21.0,6,2,6,8,2,0,2,Lost
2024,GJ Maxwell,Royal Challengers Bengaluru,6,Mumbai Indians,2024-04-11,6,1.0,17,0,17.0,,,0,2,1,3,0,0,0,Lost
2024,Mohammed Siraj,Royal Challengers Bengaluru,6,Mumbai Indians,2024-04-11,18,3.0,37,0,12.33,,,7,2,4,6,0,0,0,Lost
2024,RJW Topley,Royal Challengers Bengaluru,6,Mumbai Indians,2024-04-11,18,3.0,34,0,11.33,,,8,6,1,7,1,0,1,Lost
2024,Vijaykumar Vyshak,Royal Challengers Bengaluru,6,Mumbai Indians,2024-04-11,18,3.0,32,1,10.67,32.0,18.0,6,3,2,5,0,0,0,Lost
2024,WG Jacks,Royal Challengers Bengaluru,6,Mumbai Indians,2024-04-11,12,2.0,24,1,12.0,24.0,12.0,2,3,1,4,0,0,0,Lost
2024,LH Ferguson,Royal Challengers Bengaluru,7,Sunrisers Hyderabad,2024-04-15,24,4.0,52,2,13.0,26.0,12.0,6,2,6,8,0,0,0,Lost
2024,MK Lomror,Royal Challengers Bengaluru,7,Sunrisers Hyderabad,2024-04-15,6,1.0,18,0,18.0,,,1,0,2,2,3,0,3,Lost
2024,RJW Topley,Royal Challengers Bengaluru,7,Sunrisers Hyderabad,2024-04-15,24,4.0,68,1,17.0,68.0,24.0,3,6,5,11,2,0,2,Lost
2024,Vijaykumar Vyshak,Royal Challengers Bengaluru,7,Sunrisers Hyderabad,2024-04-15,24,4.0,64,0,16.0,,,2,6,4,10,2,0,2,Lost
2024,WG Jacks,Royal Challengers Bengaluru,7,Sunrisers Hyderabad,2024-04-15,18,3.0,32,0,10.67,,,5,2,2,4,2,0,2,Lost
2024,Yash Dayal,Royal Challengers Bengaluru,7,Sunrisers Hyderabad,2024-04-15,24,4.0,51,0,12.75,,,5,3,3,6,3,1,4,Lost
2024,C Green,Royal Challengers Bengaluru,8,Kolkata Knight Riders,2024-04-21,24,4.0,35,2,8.75,17.5,12.0,8,6,0,6,2,0,2,Lost
2024,KV Sharma,Royal Challengers Bengaluru,8,Kolkata Knight Riders,2024-04-21,24,4.0,33,0,8.25,,,6,3,1,4,0,0,0,Lost
2024,LH Ferguson,Royal Challengers Bengaluru,8,Kolkata Knight Riders,2024-04-21,24,4.0,47,1,11.75,47.0,24.0,3,5,2,7,0,1,1,Lost
2024,Mohammed Siraj,Royal Challengers Bengaluru,8,Kolkata Knight Riders,2024-04-21,24,4.0,40,1,10.0,40.0,24.0,9,4,3,7,2,0,2,Lost
2024,Yash Dayal,Royal Challengers Bengaluru,8,Kolkata Knight Riders,2024-04-21,24,4.0,56,2,14.0,28.0,12.0,6,9,1,10,3,0,4,Lost
2024,C Green,Royal Challengers Bengaluru,9,Sunrisers Hyderabad,2024-04-25,12,2.0,12,2,6.0,6.0,6.0,7,2,0,2,1,0,1,Won
2024,KV Sharma,Royal Challengers Bengaluru,9,Sunrisers Hyderabad,2024-04-25,24,4.0,29,2,7.25,14.5,12.0,10,2,1,3,2,0,2,Won
2024,LH Ferguson,Royal Challengers Bengaluru,9,Sunrisers Hyderabad,2024-04-25,12,2.0,28,0,14.0,,,2,2,2,4,0,0,0,Won
2024,Mohammed Siraj,Royal Challengers Bengaluru,9,Sunrisers Hyderabad,2024-04-25,24,4.0,20,0,5.0,,,10,1,0,1,2,0,2,Won
2024,Swapnil Singh,Royal Challengers Bengaluru,9,Sunrisers Hyderabad,2024-04-25,18,3.0,40,2,13.33,20.0,9.0,3,1,4,5,0,2,2,Won
2024,WG Jacks,Royal Challengers Bengaluru,9,Sunrisers Hyderabad,2024-04-25,12,2.0,23,1,11.5,23.0,12.0,3,1,2,3,0,0,0,Won
2024,Yash Dayal,Royal Challengers Bengaluru,9,Sunrisers Hyderabad,2024-04-25,18,3.0,18,1,6.0,18.0,18.0,8,1,0,1,3,0,3,Won
2024,C Green,Royal Challengers Bengaluru,10,Gujarat Titans,2024-04-28,18,3.0,42,0,14.0,,,2,5,2,7,1,0,1,Won
2024,GJ Maxwell,Royal Challengers Bengaluru,10,Gujarat Titans,2024-04-28,18,3.0,28,1,9.33,28.0,18.0,5,1,2,3,0,0,0,Won
2024,KV Sharma,Royal Challengers Bengaluru,10,Gujarat Titans,2024-04-28,18,3.0,38,0,12.67,,,4,1,4,5,1,0,1,Won
2024,Mohammed Siraj,Royal Challengers Bengaluru,10,Gujarat Titans,2024-04-28,24,4.0,34,1,8.5,34.0,24.0,9,3,1,4,4,0,4,Won
2024,Swapnil Singh,Royal Challengers Bengaluru,10,Gujarat Titans,2024-04-28,18,3.0,23,1,7.67,23.0,18.0,5,3,0,3,0,0,0,Won
2024,Yash Dayal,Royal Challengers Bengaluru,10,Gujarat Titans,2024-04-28,24,4.0,34,0,8.5,,,8,2,1,3,3,2,5,Won
2024,C Green,Royal Challengers Bengaluru,11,Gujarat Titans,2024-05-04,24,4.0,28,1,7.0,28.0,24.0,11,3,1,4,0,0,0,Won
2024,KV Sharma,Royal Challengers Bengaluru,11,Gujarat Titans,2024-05-04,18,3.0,42,1,14.0,42.0,18.0,5,5,3,8,0,0,0,Won
2024,Mohammed Siraj,Royal Challengers Bengaluru,11,Gujarat Titans,2024-05-04,24,4.0,29,2,7.25,14.5,12.0,13,5,0,5,3,0,3,Won
